"country","year","current_account_balance_pct_gdp","govt_gross_debt_pct_gdp","population_millions","unemployment_rate_pct","gdp_per_capita_ppp","gdp_growth_pct","inflation_avg_cpi_pct","inflation_change_pct","region","ihs_inflation","ihs_unemployment","ihs_debt","ihs_gdp_growth"
"Bangladesh",1981,-1.777,123.672,81.768,13.2,1711.69,3.802,14.935,7.243,"Emerging Asia",3.397973556303,3.27479573454477,5.51079642531674,2.04553706623714
"Bhutan",1981,3.389,108.23,0.419,23.762,1658.79,13.589,4.967,-7.537,"Emerging Asia",2.30594588765655,3.86167731857968,5.37742711465438,3.3037589141822
"China",1981,-4.33,79.942,1000.72,3.6,698.221,5.1,2.5,0.0230000000000001,"Emerging Asia",1.6472311463711,1.99283576493974,5.07448766920124,2.33186371852127
"Fiji",1981,-13.496,33.607,0.649,14.418,7813.63,6.004,11.2,-3.264,"Emerging Asia",3.11104801182267,3.3628250671405,4.2081028362109,2.49243723541067
"India",1981,-1.639,53.493,712.869,15.253,1371.21,6.007,12.654,1.308,"Emerging Asia",3.23267820023582,3.41899621471879,4.67278534006642,2.49292999289033
"Indonesia",1981,-0.541,48.755,150.406,13.8,3009.62,7.604,12.244,-5.773,"Emerging Asia",3.1998466513552,3.31912594469396,4.58006009263548,2.72611753237668
"Kiribati",1981,25.756,0,0.06,5.928,2465.75,6.122,7.7,-8.4,"Emerging Asia",2.73855765013714,2.47987348971519,0,2.511640674339
"Lao PDR",1981,-4.934,14.531,3.335,11.669,1694.74,15.332,33.7,-155.116,"Emerging Asia",4.210865075761,3.15191389779004,3.3706133742972,3.42415114747283
"Malaysia",1981,-9.037,87.585,14.229,10.143,7834.3,6.942,9.7,2.976,"Emerging Asia",2.96791956894967,3.01235218804156,5.16578951908385,2.63588484099014
"Maldives",1981,-6.215,104.646,0.158,11.37,5385.44,7.886,11.1,-16.777,"Emerging Asia",3.10211519705688,3.12605373623932,5.34375323470574,2.76223219345673
"Mongolia",1981,-4.474,66.887,0.359,5.427,26159.64,8.376,6.722,1.664,"Emerging Asia",2.60402032373934,2.39291588632222,4.89620768427054,2.82206217384048
"Nepal",1981,-3.934,106.799,15.994,10.76,1289.19,8.341,13.447,3.647,"Emerging Asia",3.29328293149173,3.07113508705688,5.36411766126363,2.81790446354463
"Papua New Guinea",1981,-10.222,40.615,3.04,15.712,2686.59,1.149,8.054,-4.01,"Emerging Asia",2.78314799620554,3.44858308858321,4.39743615651349,0.98290981260564
"Philippines",1981,-5.06,68.943,49.089,10.755,4644.47,3.423,13.083,-5.118,"Emerging Asia",3.26591824841531,3.07067229031645,4.9264798494938,1.94434897980952
"Samoa",1981,-13.889,95.617,15.981,4.064,4351.19,-9.056,20.51,-12.54,"Emerging Asia",3.71465352759426,2.11011907839847,5.2535251524418,-2.89960922339256
"Solomon Islands",1981,-10.862,30.873,0.238,13.623,2332.45,-1.797,13.144,4.894,"Emerging Asia",3.27055648497219,3.30625109094695,4.123291383316,-1.34898288305361
"Sri Lanka",1981,-12.437,7.87,15.763,9.014,2863.26,5.345,17.969,-8.176,"Emerging Asia",3.58256860337857,2.89498884064655,2.76021738756556,2.3779467817056
"Thailand",1981,-7.142,79.94,48.326,3.918,4064.33,5.91,12.7,-7,"Emerging Asia",3.23629558572279,2.07463034251835,5.07446265270736,2.47687492656759
"Tonga",1981,2.915,61.119,0.093,5.995,2082.55,14,14.9,22.248,"Emerging Asia",3.39563257159034,2.49095752428946,4.80603688217927,3.33347758688399
"Vanuatu",1981,12.34,32.639,0.119,6.6,2418.65,4.375,26.846,15.606,"Emerging Asia",3.98361071553362,2.58590725287313,4.17888966509267,2.18186621333432
"Viet Nam",1981,-4.197,75.439,55.31,9.014,1489.4,5.797,69.6,44.444,"Emerging Asia",4.93596335244043,2.89498884064655,5.0165154890166,2.45784537665986
"Bangladesh",1982,-2.734,41.276,83.932,15.982,1721,2.376,13.653,-1.282,"Emerging Asia",3.30844493816377,3.46558759914181,4.41357510427079,1.60016761178799
"Bhutan",1982,-47.272,85.631,0.43,8.9,1749.34,8.195,9.918,4.951,"Emerging Asia",2.99003034394761,2.88233978630097,5.14322863993817,2.80037334014042
"China",1982,-2.675,42.166,1016.54,1.9,749.217,9,2,-0.5,"Emerging Asia",1.44363547517881,1.39799836511143,4.4349019696839,2.89344398588587
"Fiji",1982,-9.173,43.701,0.666,7.3,7531.14,-1.092,7.014,-4.186,"Emerging Asia",2.64609872225079,2.68568016777615,4.47064904530662,-0.944954816736594
"India",1982,-1.696,46.912,729.169,3.633,1387.14,3.475,7.736,-4.918,"Emerging Asia",2.74318341279569,2.00163063489519,4.54153426584517,1.95882966980188
"Indonesia",1982,-4.745,21.85,153.379,5.5,3017.58,2.246,9.481,-2.763,"Emerging Asia",2.94520664186704,2.40605912529802,3.77787133647202,1.54853219607394
"Kiribati",1982,14.303,73.086,0.062,7.66,2335.57,-1.09,5.486,-2.214,"Emerging Asia",2.40355163875372,2.73339290359862,4.98483080999733,-0.943603428610838
"Lao PDR",1982,-4.523,123.303,3.412,10,1734.69,4.715,70.381,36.681,"Emerging Asia",4.94712098663038,2.99822295029797,5.5078083643706,2.2549564555928
"Malaysia",1982,-12.246,41.225,14.592,8.065,8093.1,5.941,5.834,-3.866,"Emerging Asia",2.4641156785557,2.78450245909062,4.41233911859245,2.48203361799088
"Maldives",1982,-4.633,24.386,0.163,7.155,5611.05,7.466,-0.81,-11.91,"Emerging Asia",-0.740457912409857,2.66580658809976,3.88757650913103,2.70796170164568
"Mongolia",1982,-16.234,105.486,30.709,5.346,15926.91,8.331,4,-2.722,"Emerging Asia",2.0947125472611,2.37813066498835,5.3517478897644,2.81671338693539
"Nepal",1982,-7.036,50.737,16.369,19.8,1307.21,3.78,10.381,-3.066,"Emerging Asia",3.03543622071385,3.67946619918214,4.61989970981066,2.03992577218952
"Papua New Guinea",1982,-7.865,36.689,3.11,7.457,2647.98,0.832,5.535,-2.519,"Emerging Asia",2.41230090932205,2.70676619857793,4.29580983555255,0.757461506278816
"Philippines",1982,-7.54,59.133,50.318,14,4695.05,3.619,8.979,-4.104,"Emerging Asia",2.89112224717242,3.33347758688399,4.77300781284953,1.99790857925065
"Samoa",1982,-7.672,71.184,4.714,4.492,10174.61,-1.014,18.3,-2.21,"Emerging Asia",3.60079391964775,2.2076107933087,4.95846458825608,-0.891238514986527
"Solomon Islands",1982,-2.144,85.631,0.246,6.561,2218.8,-1.67,12.998,-0.146000000000001,"Emerging Asia",3.25941915153391,2.5800479042806,5.14322863993817,-1.28550938858874
"Sri Lanka",1982,-13.615,22.487,15.962,15.513,2975.64,5.233,10.826,-7.143,"Emerging Asia",3.07722410053882,3.43586278701417,3.80657857707257,2.35713869049108
"Thailand",1982,-2.654,89.099,49.256,5.5,4201.08,5.353,5.3,-7.4,"Emerging Asia",2.36963744780851,2.40605912529802,5.18292678171433,2.37941691817162
"Tonga",1982,4.704,8.533,0.093,4.9,2336.56,12.8,10.879,-4.021,"Emerging Asia",3.08208717572804,2.29263575204241,2.84050412626977,3.24411474972726
"Vanuatu",1982,10.34,86.897,0.123,6.23,2386.33,1.98,6.673,-20.173,"Emerging Asia",2.59678434251433,2.52890331403832,5.1579037959608,1.43465525850389
"Viet Nam",1982,-2.635,73.107,56.4,16.536,1579.65,8.15,95.401,25.801,"Emerging Asia",5.2512637084579,3.49960003132883,4.98511807457591,2.79490781954981
"Bangladesh",1983,-2.223,77.749,86.142,14,1754.14,4.016,11.102,-2.551,"Emerging Asia",3.10229463443176,3.33347758688399,5.04667422436408,2.09858583037275
"Bhutan",1983,-48.451,56.566,0.44,10.282,1835.49,7.337,12.137,2.219,"Emerging Asia",3.19109865306184,3.02589837764161,4.7286334014266,2.69068931350067
"Brunei Darussalam",1983,-12.17,43.139,5.195,10.7,1092.7,7.396,1.166,1.166,"Emerging Asia",0.994023561432756,3.06556740121351,4.45770895215127,2.69862579258399
"China",1983,-0.457,45.609,1030.08,3.241,819.221,10.8,2,0,"Emerging Asia",1.44363547517881,1.89202200958581,4.51337240622346,3.07482980347381
"Fiji",1983,-8.7,259.667,0.683,48.166,7035.16,-4.212,6.807,-0.207,"Emerging Asia",2.61645098516846,4.56790830141728,6.25255092915442,-2.14488760351287
"India",1983,-1.47,20.608,745.827,3.426,1455.02,7.289,12.558,4.822,"Emerging Asia",3.22508659163387,1.94518990011348,3.71941467650962,2.68418615558756
"Indonesia",1983,-6.495,40.105,156.41,11,3083.16,4.193,11.787,2.306,"Emerging Asia",3.16193899596817,3.09310219505083,4.38480359205847,2.14048928460315
"Kiribati",1983,12.775,33.772,0.061,7.2,2157.53,-9.778,6.311,0.825,"Emerging Asia",2.54165991281347,2.67201622142785,4.21299835821629,-2.9758867568957
"Lao PDR",1983,-3.485,47.591,3.5,3.32,1741.85,3,62.511,-7.87,"Emerging Asia",4.82855369315526,1.91505812057427,4.55590121000822,1.81844645923207
"Malaysia",1983,-10.634,43.62,14.955,9,8390.06,6.25,3.704,-2.13,"Emerging Asia",2.02030376687004,2.89344398588587,4.46879430737348,2.53206806370692
"Maldives",1983,-11.079,79.812,0.169,15,5651.97,4.414,9.891,10.701,"Emerging Asia",2.98731809763877,3.40230664548059,5.07286029408292,2.19051977167517
"Mongolia",1983,1.165,45.106,84.68,5.9,13250.37,5.792,2.328,-1.672,"Emerging Asia",1.58138607284708,2.47520521940257,4.50228531049191,2.45699505898094
"Nepal",1983,-7.948,31.01,16.754,15.9,1239.13,-2.978,14.197,3.816,"Emerging Asia",3.34741591125763,3.46045371109443,4.12771679027489,-1.81146639442161
"Papua New Guinea",1983,-9.866,40.182,3.18,9.4,2678.72,3.438,7.902,2.367,"Emerging Asia",2.76424298018693,2.93667427161666,4.38672111653694,1.94854680904993
"Philippines",1983,-7.301,44.481,51.586,6.893,4665.47,1.875,5.252,-3.727,"Emerging Asia",2.36069873169057,2.62887420381931,4.48833564288372,1.38629436111989
"Samoa",1983,1.099,68.183,2.309,8.674,9084.73,0.485,16.46,-1.84,"Emerging Asia",3.49500184336575,2.85678356276244,4.91539621905132,0.467755332607527
"Solomon Islands",1983,-3.572,146.411,0.255,7.4,2231.64,3.891,6.95,-6.048,"Emerging Asia",2.63702482960284,2.69916160639756,5.67957657819774,2.06793143822565
"Sri Lanka",1983,-7.47,22.954,16.148,16.04,3038.81,3.314,13.964,3.138,"Emerging Asia",3.33090940651114,3.46920306769066,3.82711354230631,1.91332624898809
"Thailand",1983,-6.946,12.422,50.174,9.083,4354.39,5.581,3.7,-1.6,"Emerging Asia",2.01926065615496,2.90256830366953,3.21423250792016,2.42044651857067
"Tonga",1983,5.843,30.106,0.094,6.366,2445.92,5.8,9.733,-1.146,"Emerging Asia",2.97129801160177,2.55023108270064,4.09814737911859,2.45835522547041
"Vanuatu",1983,7.984,21.56,0.126,6.01,2399.63,3.01,1.653,-5.02,"Emerging Asia",1.27674295297626,2.49342251097255,3.76452432010162,1.82160400241778
"Viet Nam",1983,-1.946,28.794,57.47,11.573,1660.2,7.093,49.487,-45.914,"Emerging Asia",4.59495925776938,3.14368336120348,4.05361561017648,2.65718805509657
"Bangladesh",1984,-1.908,67.236,88.417,15.982,1780.42,5.181,9.993,-1.109,"Emerging Asia",2.99752618278339,3.46558759914181,4.90141129576284,2.347331283256
"Bhutan",1984,-55.91,82.748,0.451,42.09,1927.63,7.616,13.046,0.908999999999999,"Emerging Asia",3.2630944044845,4.43309845139733,5.10898353444801,2.72768096467723
"Brunei Darussalam",1984,4.345,32.802,0.179,17.3,10079.4,14.334,3.098,1.932,"Emerging Asia",1.84898949444864,3.54468794762164,4.18386893698966,3.3569960641533
"China",1984,-0.395,24.146,1043.57,3.114,931.543,15.2,2.7,0.7,"Emerging Asia",1.71905185120893,1.85389295053204,3.87769443483976,3.41552292004247
"Fiji",1984,-5.345,71.757,0.698,4.7,7583.19,10.107,5.271,-1.536,"Emerging Asia",2.36424636604893,2.2518395970316,4.96648114036576,3.00881384453046
"India",1984,-1.141,93.476,762.895,1.138,1476.81,3.82,6.518,-6.04,"Emerging Asia",2.57354801188783,0.97566855807159,5.23088050962913,2.05010558352926
"Indonesia",1984,-2.145,37.83,159.502,1.62,3252.4,7.574,10.475,-1.312,"Emerging Asia",3.04440930918164,1.25953589527878,4.3264242631588,2.72219831617486
"Kiribati",1984,28.059,7.047,0.062,6.254,2409.93,13.918,5.442,-0.869,"Emerging Asia",2.3956304570004,2.53269982861226,2.65074579130959,3.32761823991362
"Lao PDR",1984,-1.961,74.177,3.595,9.014,1805,6.438,27.175,-35.336,"Emerging Asia",3.99578297470645,2.89498884064655,4.99964674268476,2.56134293865132
"Malaysia",1984,-4.467,36.695,15.328,8.675,8821.06,7.762,3.904,0.2,"Emerging Asia",2.07116226356778,2.8568980847197,4.29597329824003,2.74651109291484
"Maldives",1984,-3.406,39.644,0.175,7.745,6408.04,17.379,0.991,-8.9,"Emerging Asia",0.874995285671518,2.74433654531346,4.37324582398873,3.54923646884347
"Mongolia",1984,-3.05,54.195,3.436,12.7,10621.01,5.914,3.071,0.743,"Emerging Asia",1.84066267721126,3.23629558572279,4.68582094099284,2.47754204052248
"Nepal",1984,-7.699,329.366,17.145,41.018,1328.1,9.681,6.214,-7.983,"Emerging Asia",2.52636437480662,4.40730673270477,6.4903190795267,2.96596924218113
"Papua New Guinea",1984,-9.146,55.646,3.25,14.894,2595.25,-0.983,7.421,-0.481,"Emerging Asia",2.70196997058571,3.39523071032649,4.71223810502117,-0.869301539467149
"Philippines",1984,-3.608,95.791,52.864,14.2,4219.23,-7.324,46.673,41.421,"Emerging Asia",4.53642776459293,3.34762667908564,5.25534315952723,-2.68893217490109
"Samoa",1984,-2.394,46.15,3.18,1.4,2843.85,1.98,11.86,-4.6,"Emerging Asia",3.16809119482198,1.13798204629337,4.5251615015206,1.43465525850389
"Solomon Islands",1984,0.23,39.941,0.263,21.861,2166.3,0.17,10.922,3.972,"Emerging Asia",3.08601545827948,3.77837411627032,4.38070722092471,0.169191635935195
"Sri Lanka",1984,-0.731,47.503,16.322,5.21,3208.66,6.725,16.638,2.674,"Emerging Asia",3.50573829948183,2.35281244472806,4.55405081842324,2.60446166511955
"Thailand",1984,-4.883,37.706,51.095,6.721,4522.19,5.76,0.795,-2.905,"Emerging Asia",0.728759148928538,2.60387316712169,4.32314220775235,2.45153608931832
"Tonga",1984,5.396,16.247,0.095,4.733,3487.66,44.1,7.908,-1.825,"Emerging Asia",2.76499599226394,2.25868418442892,3.48200120947482,4.47973548549491
"Vanuatu",1984,15.127,49.515,0.13,7.466,2548.53,9.577,5.516,3.863,"Emerging Asia",2.40891726980339,2.70796170164568,4.5955247875369,2.95522621251024
"Viet Nam",1984,-1.602,135.071,58.57,26.25,1765.82,8.397,64.897,15.41,"Emerging Asia",4.86600793252823,3.96117578409941,5.59896144939589,2.82454858591157
"Bangladesh",1985,-2.375,50.229,90.764,23.369,1799.3,3.223,10.441,0.448,"Emerging Asia",3.04117296848856,3.8450150073605,4.6098388052321,1.88670154124197
"Bhutan",1985,-44.739,138.404,0.464,15.878,1955.71,4.349,8.001,-5.045,"Emerging Asia",2.77659630782602,3.45907183927847,5.62333717577249,2.17605634818709
"Brunei Darussalam",1985,65.374,0,0.222,2,82774.49,2.737,2.131,-0.967,"Emerging Asia",1.50073115481157,1.44363547517881,0,1.73182562801072
"China",1985,-5.43,14.888,1058.51,1.9,1042.39,13.501,9.3,6.6,"Emerging Asia",2.92603963563644,1.39799836511143,3.39482868786829,3.29727966313982
"Fiji",1985,-5.417,37.524,0.709,13.107,7184.07,-3.774,4.41,-0.861,"Emerging Asia",2.18963558035172,3.26774568879619,4.31830541199655,-2.03839012109678
"India",1985,-2.06,113.289,780.242,3.697,1519.84,5.254,6.251,-0.266999999999999,"Emerging Asia",2.53222604188554,2.01847763321535,5.42310873483708,2.36107274966656
"Indonesia",1985,-1.961,71.605,162.655,2.22,3313.92,3.906,4.705,-5.77,"Emerging Asia",2.25287960609748,1.53790551685289,4.96436083975875,2.07165841740022
"Kiribati",1985,21.569,80.299,0.064,12.5,2030.04,-13.24,4.491,-0.951000000000001,"Emerging Asia",2.20739347168858,3.22047199846445,5.07894311801694,-3.27781283602734
"Malaysia",1985,-1.76,52.971,15.823,6.893,8470.57,-0.876,2.587,-1.317,"Emerging Asia",1.67906622519832,2.62887420381931,4.66298085976346,-0.79092111564932
"Mongolia",1985,13.87,48.48,3.673,1.7,13326.23,5.679,14.034,10.963,"Emerging Asia",3.33589706472332,1.30082042684065,4.57440487428246,2.43758541795197
"Nepal",1985,-5.29,7.87,17.541,4.2,1377.95,6.145,4.127,-2.087,"Emerging Asia",2.1250630526256,2.14211190823691,2.76021738756556,2.5153417092116
"Papua New Guinea",1985,-4.606,79.529,3.33,11.058,2623.52,3.578,3.71,-3.711,"Emerging Asia",2.02186646592875,3.09833958554184,5.06930843979022,1.98693083614346
"Philippines",1985,-0.103,49.509,54.172,11.058,3816.52,-7.307,23.215,-23.458,"Emerging Asia",3.83840935637039,3.09833958554184,4.59540362950228,-2.68662975269828
"Samoa",1985,1.788,35.674,76.668,6.526,2670.09,5.826,9.091,-2.769,"Emerging Asia",2.90344339934907,2.57476046055958,4.26776569776187,2.46276321707209
"Solomon Islands",1985,-17.229,61.239,0.271,9.014,2035.71,-3.132,9.409,-1.513,"Emerging Asia",2.93762589571079,2.89498884064655,4.8079980781971,-1.85938211211949
"Sri Lanka",1985,-5.773,33.952,16.482,27.5,3334.92,4.957,1.481,-15.157,"Emerging Asia",1.18417749205573,4.00766359994195,4.2183117473696,2.30397029077608
"Thailand",1985,-3.826,97.48,52.027,17.01,4647.38,4.643,2.44,1.645,"Emerging Asia",1.62471422430774,3.52781150437033,5.27282071755902,2.2399081219396
"Tonga",1985,3.675,58.852,0.095,7.074,3702.35,5.6,5.201,-2.707,"Emerging Asia",2.35111454963587,2.65453209957566,4.76824517069469,2.42379204358752
"Vanuatu",1985,1.062,102.022,0.135,7,2478.7,1.001,1.066,-4.45,"Emerging Asia",0.92728125801739,2.64412076105863,5.31835967485381,0.882080517053508
"Viet Nam",1985,-4.951,54.699,59.71,4.457,1829.44,5.619,91.602,26.705,"Emerging Asia",5.2106300788194,2.19997697595712,4.69507615450597,2.42712658652205
"Bangladesh",1986,-2.241,40.277,93.188,7.955,1822.35,4.249,10.313,-0.128,"Emerging Asia",3.02889472386712,2.77087520417374,4.38908183958629,2.15339910559236
"Bhutan",1986,-47.166,40.161,0.479,8.3,2045.84,7.954,5.177,-2.824,"Emerging Asia",2.3465729405431,2.8130120727167,4.38619851974784,2.77075047096375
"Brunei Darussalam",1986,60.558,0,0.226,4.817,78961.07,-2.715,1.781,-0.35,"Emerging Asia",1.34117614116737,2.27590267823136,0,-1.72424887924801
"China",1986,0.068,82.553,1075.07,4.9,1117.68,8.9,6.5,-2.8,"Emerging Asia",2.5708146780957,2.29263575204241,5.10662437365606,2.88233978630097
"Fiji",1986,-2.514,47.064,0.715,9.551,7587.76,6.596,1.79,-2.62,"Emerging Asia",1.34557397778224,2.95252242253181,4.54476840481202,2.58530785377881
"India",1986,-1.837,28.118,797.879,4.892,1557.25,4.777,8.89,2.639,"Emerging Asia",2.88122259692778,2.29103481701458,4.02987317810671,2.26773957594631
"Indonesia",1986,-4.248,115.523,165.87,2.75,3483.29,7.189,5.821,1.116,"Emerging Asia",2.46191701224579,1.7362775864618,5.44263555718704,2.67050183414039
"Kiribati",1986,40.764,35.365,0.065,5.575,1931.4,-2.466,6.607,2.116,"Emerging Asia",2.58695534728426,2.4193877439572,4.25906964188376,-1.63452930520174
"Lao PDR",1986,-2.499,40.2,3.798,7.573,1954.32,4.829,35.002,-79.696,"Emerging Asia",4.24875637915356,2.72206741300462,4.38716883944063,2.27833894114403
"Malaysia",1986,-0.335,82.508,16.257,8.261,8339.5,1.153,0.35,-2.237,"Emerging Asia",0.343221555085944,2.80833617780911,5.10607916069678,0.985533228755889
"Maldives",1986,6.851,42.473,0.189,21.508,7335.73,8.596,9.1,18.258,"Emerging Asia",2.90442697297148,3.76211213256176,4.44215431602048,2.84781046878475
"Mongolia",1986,-4.61,40.167,11.337,3.84,4678.69,9.426,4.31,-9.724,"Emerging Asia",2.16727940392433,2.05515814465946,4.3863478609777,2.93942095461214
"Nepal",1986,-3.632,12.794,17.937,10.17,1409.03,4.566,15.854,11.727,"Emerging Asia",3.45756216601803,3.01499779309082,3.24364731482471,2.2235659656875
"Papua New Guinea",1986,-2.978,14.851,3.4,9.728,2714.78,5.654,5.454,1.744,"Emerging Asia",2.39779690738422,2.97078685560405,3.39234597965257,2.43324065415165
"Philippines",1986,2.789,14.335,55.49,11.682,3853.18,3.417,-0.325,-23.54,"Emerging Asia",-0.319534632000572,3.153023278904,3.3570656567791,1.94266510018187
"Samoa",1986,8.666,37.216,42.917,3.608,12304.4,4.79,2.682,-6.409,"Emerging Asia",1.71278180071827,1.99497471012931,4.31006640946454,2.27039974604119
"Solomon Islands",1986,5.656,79.331,0.279,1.23,1972.97,-0.201,13.1,3.691,"Emerging Asia",3.26721302923313,1.03503789619231,5.06681587510701,-0.19967059659938
"Sri Lanka",1986,-7.201,135.369,16.645,11.225,3443.6,4.281,7.976,6.495,"Emerging Asia",2.77349104193033,3.11326885215084,5.60116520602896,2.16070396270316
"Thailand",1986,0.555,27.703,52.98,4,4816.32,5.534,1.848,-0.592,"Emerging Asia",1.37351679629091,2.0947125472611,4.01501348356736,2.41212310362728
"Tonga",1986,-1.439,60.279,0.094,18.356,4049.47,8.8,29.867,24.666,"Emerging Asia",4.09018151199869,3.60384481852103,4.79219976091879,2.87111168610111
"Vanuatu",1986,4.756,53.55,0.139,23,2403.79,-0.149,4.766,3.7,"Emerging Asia",2.26548324013944,3.82911365162088,4.673850146897,-0.148454111444576
"Bangladesh",1987,-1.657,14.757,95.671,5.995,1827.07,3.732,10.518,0.205,"Emerging Asia",3.04848745289865,2.49095752428946,3.38601076039247,2.02757627175016
"Bhutan",1987,-34.824,51.819,0.495,6.9,2376.22,20.229,7.044,1.867,"Emerging Asia",2.65032421286294,2.62987870645307,4.64099714757058,3.70087476950422
"Brunei Darussalam",1987,58.506,0,0.234,1.9,77963.64,2.009,1.247,-0.534,"Emerging Asia",1.045717555315,1.39799836511143,0,1.44765316786296
"China",1987,-4.509,135.403,1093,5.176,1227.96,11.7,7.3,0.8,"Emerging Asia",2.68568016777615,2.34638326660543,5.60141633297519,3.15455732347928
"Fiji",1987,1.536,108.005,0.718,11.908,7013.96,-7.194,5.664,3.874,"Emerging Asia",2.43498079106241,3.17211602020252,5.37534613370596,-2.67119047360576
"India",1987,-1.738,77.971,815.716,5.125,1583.59,3.965,9.058,0.167999999999999,"Emerging Asia",2.89982871324296,2.33666276137023,5.04952526266803,2.08618865973515
"Indonesia",1987,-2.521,11.052,169.149,2.64,3640.26,6.572,9.25,3.429,"Emerging Asia",2.92067984962876,1.69800687542203,3.09779905162373,2.58170398054847
"Lao PDR",1987,-4.514,43.62,3.906,17.225,1881.98,-0.96,6.112,-28.89,"Emerging Asia",2.51002730249963,3.54035053466665,4.46879430737348,-0.852804617228932
"Malaysia",1987,7.459,39.787,16.681,8.207,8565.57,5.389,0.737,0.387,"Emerging Asia",0.682714718624591,2.80182581835799,4.37684529637898,2.38600636544121
"Maldives",1987,13.167,54.902,0.193,10.941,7783.76,8.866,11.7,2.6,"Emerging Asia",3.15455732347928,3.0877463278516,4.69877988790026,2.87853627119487
"Mongolia",1987,2.609,67.807,8.647,6.64,1471.75,3.542,1.975,-2.335,"Emerging Asia",1.43239890574561,2.59188178632947,4.90986698453852,1.97719520482365
"Nepal",1987,-3.81,58.064,18.326,8.708,1402.54,1.7,13.285,-2.569,"Emerging Asia",3.28119626051652,2.86067001844244,4.75476717533695,1.30082042684065
"Papua New Guinea",1987,-5.523,59.979,3.35,11.8,2831.39,2.762,3.337,-2.117,"Emerging Asia",1.9199495497161,3.16303735678811,4.78721116735603,1.74037061963717
"Philippines",1987,-1.171,68.76,56.877,11.062,3921.29,4.312,3.042,3.367,"Emerging Asia",1.83164500986015,3.09869977989415,4.92382223405951,2.16773133406622
"Samoa",1987,8.982,50.288,2.23,6.7,17279.19,0.509,11.161,8.479,"Emerging Asia",3.10757366158535,2.60077792005721,4.61101250383644,0.489247145750885
"Solomon Islands",1987,0.132,90.602,0.287,8.427,2079.19,8.421,11.494,-1.606,"Emerging Asia",3.13685932499557,2.82808998773684,5.19965392243843,2.82738270298299
"Sri Lanka",1987,-6.091,334.172,16.811,15,3459.18,1.454,7.717,-0.259,"Emerging Asia",2.74074468263048,3.40230664548059,6.50480524975802,1.1689731420012
"Thailand",1987,-0.702,10.716,53.946,5.783,5180.35,9.519,2.452,0.604,"Emerging Asia",1.62925534895862,2.45546268936377,3.06705513797576,2.94918466883841
"Tonga",1987,6.024,69.45,0.094,5.386,4107.58,1.7,7.697,-22.17,"Emerging Asia",2.73817121035781,2.38545887237049,4.93380607743757,1.30082042684065
"Vanuatu",1987,9.51,34.155,0.141,7.2,2301.11,-2.894,16.039,11.273,"Emerging Asia",3.4691408424261,2.67201622142785,4.22427040445537,-1.78438244525285
"Bangladesh",1988,-2.385,26.361,98.186,5.658,1822.78,2.159,10.222,-0.296000000000001,"Emerging Asia",3.02007348939331,2.43393706678149,3.96539239454612,1.51256233271861
"Bhutan",1988,-20.717,31.8,0.511,5.785,2649.91,15.079,8.183,1.139,"Emerging Asia",2.79891876473952,2.45580341596454,4.15286059995224,3.4075479182353
"Brunei Darussalam",1988,60.89,0,0.241,5.406,76337.72,1.097,1.193,-0.054,"Emerging Asia",1.01148411813029,2.38910327141911,0,0.948327403894167
"Cambodia",1988,-3.942,20.328,8.198,29.5,1314.32,9.616,23,54.248,"Emerging Asia",3.82911365162088,4.07782459396726,3.70575087178341,2.95926831307004
"China",1988,-0.662,58.625,1110.26,2.1,1344.27,11.2,18.8,11.5,"Emerging Asia",3.62771063472713,1.48748283664127,4.76438113955855,3.11104801182267
"Fiji",1988,5.535,85.066,0.719,12.003,7248.42,3.462,11.758,6.094,"Emerging Asia",3.15948446606194,3.18003454321726,5.13660915295457,1.95522833617227
"India",1988,-2.446,39.264,833.73,2.1,1698.55,9.628,7.214,-1.844,"Emerging Asia",2.67394034391418,1.48748283664127,4.36361737234256,2.96050877399497
"Indonesia",1988,-1.958,48.906,172.492,2.89,3818.83,6.979,8.072,-1.178,"Emerging Asia",2.78536344305395,1.78307526002133,4.58315177644413,2.64114653841263
"Kiribati",1988,1.883,2.462,0.069,5.059,2271.89,22.045,1.135,11.346,"Emerging Asia",0.973686808189119,2.32394403356919,1.63302508801189,3.78674702519592
"Lao PDR",1988,-6.699,102.782,4.018,14.3,1791.02,-2.1,14.8,8.688,"Emerging Asia",3.38891375631858,3.35462703561114,5.32578108509917,-1.48748283664127
"Malaysia",1988,4.934,70.841,17.094,8.079,9188.88,9.938,0.29,-0.447,"Emerging Asia",0.286081714574482,2.78622369197576,4.95363492217663,2.99203470699998
"Maldives",1988,12.213,54.353,0.198,11.217,8248.21,8.722,6.484,-5.216,"Emerging Asia",2.56837883338257,3.11255871759885,4.68873160354297,2.86226597239677
"Mongolia",1988,-3.494,45.284,56.27,12,13901.06,5.146,3,1.025,"Emerging Asia",1.81844645923207,3.17978543769988,4.50622284060745,2.34067656193129
"Nepal",1988,-5.288,68.237,18.721,9.074,1478.65,7.697,11.024,-2.261,"Emerging Asia",3.09527270536694,2.90158291030856,4.91618780680315,2.73817121035781
"Papua New Guinea",1988,-6.232,59.666,3.45,18.3,2829.3,2.909,5.445,2.108,"Emerging Asia",2.39617250253344,3.60079391964775,4.78197974118646,1.78927005420926
